Policy_ID,Latitude,Longitude,Line_of_Business,Construction_Type,Replacement_Cost_Value,HAZ_CLASS
POL-01295,33.57638329491091,-117.71650708698574,Residential,Steel Frame,594989,Low_or_Unzoned
POL-01296,39.19326706626073,-120.47788253257946,Residential,Wood Frame,641771,Low_or_Unzoned
POL-01297,35.010624500007076,-119.38563328460243,Commercial,Wood Frame,279747,Low_or_Unzoned
POL-01298,34.450662917714595,-115.27834908881036,Commercial,Wood Frame,167576,Low_or_Unzoned
POL-01299,37.08887712680946,-118.9638209255179,Residential,Wood Frame,1167167,Low_or_Unzoned
POL-01300,35.23088581652387,-119.42013258588064,Commercial,Masonry,558847,Low_or_Unzoned
POL-01301,41.701104651148974,-123.24265872074442,Residential,Masonry,1116587,Low_or_Unzoned
POL-01302,33.21804433161363,-115.0540688615907,Residential,Masonry,396826,Low_or_Unzoned
POL-01303,38.66079579112754,-123.1243465041701,Residential,Steel Frame,447103,Low_or_Unzoned
POL-01304,35.04031926464664,-118.18994945252628,Residential,Wood Frame,956119,Low_or_Unzoned
POL-01305,38.922249736499204,-122.57930927739811,Commercial,Masonry,970802,Low_or_Unzoned
POL-01306,39.21298376384774,-120.66700054972769,Residential,Wood Frame,1022797,Low_or_Unzoned
POL-01307,38.29507046225511,-119.95940974947672,Residential,Wood Frame,426701,Low_or_Unzoned
POL-01308,35.47262024502966,-117.95668954241204,Commercial,Wood Frame,883492,Low_or_Unzoned
POL-01309,38.17784868567568,-119.21123650700683,Residential,Masonry,1312283,Low_or_Unzoned
POL-01310,40.72790851931107,-122.58243613234244,Residential,Wood Frame,496919,Low_or_Unzoned
POL-01311,33.5061051418357,-117.80725157125758,Residential,Masonry,358329,Low_or_Unzoned
POL-01312,33.97087181967834,-118.65455280619503,Residential,Wood Frame,1581996,Low_or_Unzoned
POL-01313,39.49708466918053,-120.97610293547054,Commercial,Wood Frame,320117,Low_or_Unzoned
POL-01314,38.08206577553932,-119.41606276761273,Residential,Wood Frame,894107,Low_or_Unzoned
POL-01315,36.37744106323363,-117.63306067508739,Residential,Wood Frame,515690,Low_or_Unzoned
POL-01316,38.0377975396405,-121.24660527409056,Commercial,Steel Frame,123840,Low_or_Unzoned
POL-01317,36.29083551760313,-117.2625671271287,Residential,Wood Frame,1332910,Low_or_Unzoned
POL-01318,40.478115263312056,-123.16542255540723,Residential,Steel Frame,59499,Low_or_Unzoned
POL-01319,39.6096513219242,-122.38530942066419,Commercial,Steel Frame,110491,Low_or_Unzoned
POL-01320,36.62319924073321,-118.05928061151721,Residential,Steel Frame,823949,Low_or_Unzoned
POL-01321,38.326271006430105,-120.13290662987615,Residential,Wood Frame,823778,Low_or_Unzoned
POL-01322,39.283500872092205,-120.21557515317042,Residential,Steel Frame,324466,Low_or_Unzoned
POL-01323,34.393068196434605,-119.07026172600234,Residential,Wood Frame,608199,Low_or_Unzoned
POL-01324,34.8595744735131,-117.22798559918539,Residential,Wood Frame,71314,Low_or_Unzoned
POL-01325,34.536861588435066,-118.49507601418098,Residential,Wood Frame,951295,Very High
POL-01326,39.46096801046857,-120.1947502392117,Commercial,Steel Frame,659858,Low_or_Unzoned
POL-01327,38.26395138481565,-119.4390533638049,Residential,Wood Frame,520989,Low_or_Unzoned
POL-01328,41.53916174667948,-121.09268018372606,Residential,Wood Frame,549450,Low_or_Unzoned
POL-01329,40.148358025708795,-121.53199271431782,Commercial,Wood Frame,801791,Low_or_Unzoned
POL-01330,34.40267916974245,-119.39235493501032,Residential,Wood Frame,528014,Low_or_Unzoned
POL-01331,41.247282780401896,-123.10797218641294,Commercial,Wood Frame,120662,Low_or_Unzoned
POL-01332,37.61415346092928,-121.71942862132765,Residential,Masonry,3131634,Low_or_Unzoned
POL-01333,36.0002647392075,-116.94042483662047,Residential,Wood Frame,1412173,Low_or_Unzoned
POL-01334,38.83139895150494,-122.19987868287123,Commercial,Steel Frame,193308,Low_or_Unzoned
POL-01335,36.81628151914272,-118.01296145681249,Residential,Masonry,409990,Low_or_Unzoned
POL-01336,36.70418239074009,-121.66133979979637,Commercial,Steel Frame,447384,Low_or_Unzoned
POL-01337,40.33506075479657,-121.19844188898024,Residential,Wood Frame,1280907,Low_or_Unzoned
POL-01338,35.277639548915836,-118.39982984036828,Residential,Masonry,96046,Low_or_Unzoned
POL-01339,35.35993773942597,-117.89319847341294,Residential,Wood Frame,362504,Low_or_Unzoned
POL-01340,33.03367273480067,-117.03322092133949,Residential,Wood Frame,132123,Low_or_Unzoned
POL-01341,39.76218691671729,-121.74463114218975,Commercial,Masonry,430164,Low_or_Unzoned
POL-01342,34.97224768085968,-115.18826883557593,Residential,Masonry,370274,Low_or_Unzoned
POL-01343,34.02439483557665,-116.6278796587728,Commercial,Masonry,575937,Low_or_Unzoned
POL-01344,34.26364369656181,-119.50140462741385,Residential,Masonry,333067,Low_or_Unzoned
POL-01345,40.23419401311604,-122.28945087137356,Residential,Wood Frame,296315,Low_or_Unzoned
POL-01346,35.24728073981152,-120.19961026374365,Residential,Masonry,887110,Low_or_Unzoned
POL-01347,35.443165315563455,-116.30911775078287,Residential,Wood Frame,777421,Low_or_Unzoned
POL-01348,34.8745909907774,-116.40213943945076,Residential,Wood Frame,839967,Low_or_Unzoned
POL-01349,37.39255376724237,-122.10494603202496,Residential,Masonry,469057,Low_or_Unzoned
POL-01350,35.89041676412555,-118.27803408096932,Residential,Steel Frame,342014,Low_or_Unzoned
POL-01351,35.86099700799614,-120.51079494489885,Commercial,Wood Frame,491352,Low_or_Unzoned
POL-01352,35.424060400967086,-118.62114941561926,Commercial,Wood Frame,806879,Low_or_Unzoned
POL-01353,37.30352445750861,-118.81151664061935,Residential,Wood Frame,94710,Low_or_Unzoned
POL-01354,41.4406477190699,-123.12366145210062,Residential,Wood Frame,740654,Low_or_Unzoned
POL-01355,33.4743956445441,-114.70933822703782,Residential,Masonry,691978,Low_or_Unzoned
POL-01356,37.75702630262283,-120.62531380968268,Residential,Masonry,567911,High
POL-01357,34.34169914540048,-119.05680392035282,Residential,Masonry,479524,Low_or_Unzoned
POL-01358,40.65875932609747,-123.31760309183318,Residential,Masonry,69362,Low_or_Unzoned
POL-01359,40.46012956109213,-122.57241391277097,Commercial,Wood Frame,380072,Low_or_Unzoned
POL-01360,40.65826065381999,-121.84595847051278,Residential,Wood Frame,2261527,Low_or_Unzoned
POL-01361,39.60938060982453,-120.23031646770781,Residential,Wood Frame,545970,Low_or_Unzoned
POL-01362,36.67250071187232,-120.47677308012918,Residential,Masonry,422594,High
POL-01363,38.89963146601163,-122.70693326996496,Commercial,Masonry,547722,Low_or_Unzoned
POL-01364,33.61673735142709,-118.07761540571686,Residential,Masonry,717708,Low_or_Unzoned
POL-01365,34.0702026563581,-118.55965328121297,Commercial,Wood Frame,915344,Very High
POL-01366,32.518925284581165,-116.9956256779863,Commercial,Wood Frame,449951,Low_or_Unzoned
POL-01367,34.074607681169596,-115.1016056859537,Commercial,Steel Frame,759135,Low_or_Unzoned
POL-01368,34.79459999616598,-115.47708801376,Commercial,Wood Frame,2066404,Low_or_Unzoned
POL-01369,33.500782102572664,-114.55200602037218,Residential,Masonry,1208633,Low_or_Unzoned
POL-01370,34.61243239510762,-120.05474071281675,Residential,Wood Frame,3513910,Low_or_Unzoned
POL-01371,38.2736504894087,-119.85486572214397,Residential,Wood Frame,319522,Low_or_Unzoned
POL-01372,36.21481225671029,-120.94518271191096,Residential,Masonry,2065641,Low_or_Unzoned
POL-01373,34.72493202380017,-119.52893319726249,Residential,Wood Frame,287064,Low_or_Unzoned
POL-01374,34.58576227068312,-118.06171121219727,Residential,Masonry,717015,Very High
POL-01375,37.79034521013491,-119.9424868809791,Residential,Masonry,970902,High
POL-01376,39.17038791372738,-121.51262442270433,Commercial,Wood Frame,359107,Low_or_Unzoned
POL-01377,40.77000617955915,-122.78952212798737,Residential,Masonry,579761,Low_or_Unzoned
POL-01378,33.596249100699715,-114.89942535200193,Residential,Wood Frame,1119473,Low_or_Unzoned
POL-01379,38.25355994857241,-121.71450656459645,Commercial,Wood Frame,306135,Low_or_Unzoned
POL-01380,33.61343710396222,-115.00849281550616,Residential,Masonry,2054425,Low_or_Unzoned
POL-01381,33.85699866573615,-118.70045085871722,Commercial,Wood Frame,178496,Low_or_Unzoned
POL-01382,36.222664045286244,-116.93608126631187,Commercial,Wood Frame,2550380,Low_or_Unzoned
POL-01383,36.483080781077206,-117.46548834597822,Residential,Steel Frame,1203880,Low_or_Unzoned
POL-01384,37.82644380192002,-120.44451784935956,Residential,Wood Frame,502936,High
POL-01385,38.470051337838576,-119.40898323298092,Residential,Masonry,391548,Low_or_Unzoned
POL-01386,39.04200047842482,-120.77255128395362,Commercial,Masonry,360186,Low_or_Unzoned
POL-01387,40.51159859398489,-121.33471004268799,Residential,Wood Frame,484737,Low_or_Unzoned
POL-01388,35.66946976045023,-116.53695989830587,Residential,Wood Frame,519802,Low_or_Unzoned
POL-01389,36.78729407377792,-118.51171866782171,Commercial,Wood Frame,1475018,Low_or_Unzoned
POL-01390,40.622253185834005,-123.02476039714706,Residential,Wood Frame,2610163,Low_or_Unzoned
POL-01391,36.18434785421085,-118.77874229669136,Commercial,Masonry,633809,Low_or_Unzoned
POL-01392,40.133607764894734,-121.52317450215514,Commercial,Masonry,274717,Low_or_Unzoned
POL-01393,34.43299105372716,-115.65412687822646,Commercial,Wood Frame,349206,Low_or_Unzoned
POL-01394,33.13624931424008,-116.91507816985562,Commercial,Masonry,466739,Low_or_Unzoned
POL-01395,40.83482930476197,-123.68106440270121,Residential,Steel Frame,237020,Low_or_Unzoned
POL-01396,37.64672916054185,-119.32579586841797,Commercial,Wood Frame,210417,Low_or_Unzoned
POL-01397,41.69662521448221,-122.81250983349464,Residential,Masonry,2892702,Low_or_Unzoned
POL-01398,38.65902107079491,-122.8355375427122,Residential,Masonry,688376,Low_or_Unzoned
POL-01399,36.066954820431754,-120.67672890316419,Residential,Wood Frame,277477,Low_or_Unzoned
POL-01400,37.81106320699272,-121.615597155525,Commercial,Wood Frame,1038494,Low_or_Unzoned
POL-01401,39.23327372467696,-121.31554922631283,Commercial,Masonry,210517,Low_or_Unzoned
POL-01402,37.709982048438846,-121.91700272677865,Commercial,Wood Frame,224850,Low_or_Unzoned
POL-01403,39.92861978300061,-123.78589256449959,Residential,Wood Frame,284237,Low_or_Unzoned
POL-01404,39.64159642776048,-122.46521413475477,Commercial,Masonry,2030130,Low_or_Unzoned
POL-01405,40.12851968359945,-122.24706938902507,Commercial,Masonry,441395,Low_or_Unzoned
POL-01406,38.39450095799372,-122.23993988473998,Residential,Wood Frame,76621,Low_or_Unzoned
POL-01407,34.11386955748198,-114.6070527278588,Residential,Wood Frame,1422679,Low_or_Unzoned
POL-01408,34.35226439905275,-119.05582376310647,Residential,Wood Frame,422901,Low_or_Unzoned
POL-01409,40.95889041358362,-120.80075671580363,Residential,Wood Frame,123065,Low_or_Unzoned
POL-01410,39.62478908529467,-122.04239336231626,Residential,Wood Frame,419430,Low_or_Unzoned
POL-01411,41.12817064265307,-123.97729948400804,Residential,Wood Frame,819789,Low_or_Unzoned
POL-01412,39.707795551057245,-121.6807491999263,Residential,Wood Frame,746566,Low_or_Unzoned
POL-01413,37.99866416786344,-120.33908874383714,Residential,Wood Frame,2277825,High
POL-01414,37.002251591102976,-119.11794973279578,Residential,Wood Frame,273152,Low_or_Unzoned
POL-01415,39.30577256360194,-121.68836969665676,Residential,Wood Frame,560943,Low_or_Unzoned
POL-01416,35.07395563400547,-119.723016843159,Commercial,Wood Frame,308767,Low_or_Unzoned
POL-01417,34.42141471498308,-119.55675753136657,Residential,Wood Frame,157352,Low_or_Unzoned
POL-01418,35.48135467813195,-117.0802535216362,Residential,Steel Frame,1097364,Low_or_Unzoned
POL-01419,37.31706664401782,-118.78315601243374,Residential,Wood Frame,782786,Low_or_Unzoned
POL-01420,33.231230859118305,-116.5151216341013,Residential,Masonry,678027,Low_or_Unzoned
POL-01421,40.30739399256091,-122.43038659235165,Commercial,Steel Frame,760272,Low_or_Unzoned
POL-01422,35.08348737447526,-119.73461108002743,Residential,Wood Frame,312269,Low_or_Unzoned
POL-01423,35.00858885459033,-115.5791981626842,Residential,Masonry,241697,Low_or_Unzoned
POL-01424,38.545555674567055,-120.58132262439617,Commercial,Wood Frame,556887,Low_or_Unzoned
POL-01425,35.582862101665754,-119.32090132322715,Residential,Wood Frame,1368148,Low_or_Unzoned
POL-01426,35.06036269177659,-118.41913705763199,Residential,Wood Frame,1956096,Low_or_Unzoned
POL-01427,34.57779832348031,-117.42103703728905,Residential,Wood Frame,1021054,Low_or_Unzoned
POL-01428,40.241927421135124,-123.22991304649582,Residential,Wood Frame,553125,Low_or_Unzoned
POL-01429,39.89123980987421,-123.67367441044831,Commercial,Wood Frame,670532,Low_or_Unzoned
POL-01430,39.14001387063016,-123.56316723539899,Residential,Masonry,545400,Low_or_Unzoned
POL-01431,35.999298531046335,-119.9746778401038,Commercial,Steel Frame,237814,Low_or_Unzoned
POL-01432,34.96597626811297,-118.60792276943067,Commercial,Wood Frame,551125,Very High
POL-01433,32.81992583680741,-117.28191296012089,Residential,Wood Frame,185746,Low_or_Unzoned
POL-01434,40.85226483971185,-121.08310805283261,Residential,Wood Frame,489303,Low_or_Unzoned
POL-01435,38.835050217403754,-120.05001405567747,Residential,Wood Frame,2000452,Low_or_Unzoned
POL-01436,35.56875978466389,-117.67642882212296,Residential,Masonry,1043704,Low_or_Unzoned
POL-01437,41.03023227609783,-124.24067837429583,Residential,Wood Frame,258203,Low_or_Unzoned
POL-01438,35.5902608744366,-118.86592900469948,Residential,Wood Frame,509944,Low_or_Unzoned
POL-01439,41.05912850905945,-121.57871953577737,Residential,Masonry,277201,Low_or_Unzoned
POL-01440,41.9634978982384,-123.85311615442907,Commercial,Masonry,514005,Low_or_Unzoned
POL-01441,40.34144880917751,-122.79376663751836,Residential,Wood Frame,1242810,Low_or_Unzoned
POL-01442,34.865582993036355,-117.29674564867314,Residential,Wood Frame,911098,Low_or_Unzoned
POL-01443,37.97867278914868,-121.87603192281266,Commercial,Wood Frame,3942459,Low_or_Unzoned
POL-01444,33.40172039980586,-117.24853921994031,Residential,Wood Frame,1402801,Low_or_Unzoned
POL-01445,35.60307286954615,-120.25254499318854,Residential,Wood Frame,636156,Low_or_Unzoned
POL-01446,39.607747164464044,-120.68207978350434,Residential,Wood Frame,928866,Low_or_Unzoned
POL-01447,40.16331800375475,-122.22345010274437,Residential,Steel Frame,459569,Low_or_Unzoned
POL-01448,36.40631942094856,-120.04605691466725,Residential,Wood Frame,219256,Low_or_Unzoned
POL-01449,37.878716566638175,-118.79423855191823,Residential,Wood Frame,1535891,Low_or_Unzoned
POL-01450,38.716249052180835,-122.59101111049702,Residential,Wood Frame,1211286,Low_or_Unzoned
POL-01451,32.63662373768481,-117.00174902028839,Commercial,Wood Frame,445590,Low_or_Unzoned
POL-01452,39.76135717114606,-122.43954004227751,Residential,Masonry,672763,Low_or_Unzoned
POL-01453,39.74187493275912,-120.40104731650699,Residential,Wood Frame,1458255,Low_or_Unzoned
POL-01454,38.385498900344885,-120.6390606646608,Residential,Wood Frame,1063505,Low_or_Unzoned
POL-01455,38.43383345708805,-121.24886599497012,Residential,Wood Frame,167630,Low_or_Unzoned
POL-01456,38.0190286089377,-121.49464477398006,Residential,Wood Frame,656643,Low_or_Unzoned
POL-01457,39.688936587151396,-122.46880410587465,Commercial,Wood Frame,472548,Low_or_Unzoned
POL-01458,38.17009283043372,-122.11089429216713,Residential,Wood Frame,1316385,Low_or_Unzoned
POL-01459,41.31772993208254,-121.56418495722612,Residential,Wood Frame,1232843,Low_or_Unzoned
POL-01460,41.3268254401469,-123.16221524719799,Residential,Wood Frame,1551738,Low_or_Unzoned
POL-01461,35.74810014200216,-117.78773972659569,Residential,Wood Frame,220948,Low_or_Unzoned
POL-01462,41.82062012474539,-120.93356348494486,Residential,Masonry,288575,Low_or_Unzoned
POL-01463,39.29345153219515,-121.81177768285411,Residential,Masonry,1317525,Low_or_Unzoned
POL-01464,36.82026125425028,-118.86769097765968,Residential,Masonry,336611,Low_or_Unzoned
POL-01465,38.9104698705904,-119.90994489702713,Residential,Masonry,159987,Low_or_Unzoned
POL-01466,38.936550331895006,-121.68732738041687,Residential,Wood Frame,827427,Low_or_Unzoned
POL-01467,36.04466487501264,-118.15794752373525,Residential,Masonry,348789,Low_or_Unzoned
POL-01468,37.25341473904783,-118.11849092819405,Residential,Wood Frame,2262164,Low_or_Unzoned
POL-01469,39.063397777232815,-120.25058831954371,Commercial,Wood Frame,684844,Low_or_Unzoned
POL-01470,39.12279015597219,-122.13532544772988,Residential,Wood Frame,614280,Low_or_Unzoned
POL-01471,38.66207008930375,-121.80049106135132,Commercial,Wood Frame,402159,Low_or_Unzoned
POL-01472,35.11523802779267,-119.46572272942745,Residential,Steel Frame,1929300,Low_or_Unzoned
POL-01473,38.19337010332466,-120.63289758961506,Residential,Wood Frame,719882,Low_or_Unzoned
POL-01474,39.19882188292035,-120.47288761944324,Residential,Wood Frame,389726,Low_or_Unzoned
POL-01475,32.681876245969946,-115.91200614325939,Residential,Wood Frame,286282,Low_or_Unzoned
POL-01476,39.90147457075997,-124.09717945576514,Residential,Wood Frame,509518,Low_or_Unzoned
POL-01477,40.462472262392104,-120.31837253393417,Residential,Wood Frame,247182,Low_or_Unzoned
POL-01478,36.31792839896194,-119.80923498423037,Commercial,Wood Frame,1230710,Low_or_Unzoned
POL-01479,35.1316189810968,-119.88561356923636,Residential,Wood Frame,127175,Low_or_Unzoned
POL-01480,38.04031264063243,-120.26170970781848,Residential,Masonry,483298,Low_or_Unzoned
POL-01481,35.871784278331596,-120.08058644802813,Residential,Wood Frame,880378,Low_or_Unzoned
POL-01482,38.265046077631325,-120.32844142406799,Commercial,Wood Frame,710479,Low_or_Unzoned
POL-01483,40.869243553576744,-120.96309913480489,Commercial,Masonry,304423,Low_or_Unzoned
POL-01484,40.698469897909284,-123.73796462053053,Residential,Steel Frame,916398,Low_or_Unzoned
POL-01485,35.22193571480767,-118.79977961021154,Commercial,Wood Frame,265977,Low_or_Unzoned
POL-01486,41.97376004908423,-123.18656644671776,Residential,Wood Frame,530774,Low_or_Unzoned
POL-01487,41.7471348820658,-120.14252353710708,Residential,Steel Frame,910248,Low_or_Unzoned
POL-01488,36.91759041650106,-121.06710794732571,Residential,Wood Frame,782563,Low_or_Unzoned
POL-01489,33.092743651683634,-114.73028969427718,Commercial,Wood Frame,314886,Low_or_Unzoned
POL-01490,41.76575976805117,-124.26302987637504,Commercial,Wood Frame,1408443,Low_or_Unzoned
